OBJECTID,FMR_0BDR,FMR_1BDR,FMR_2BDR,FMR_3BDR,FMR_4BDR,FMR_AREANAME,FMR_CODE,FMR_4PLUSBDR,Shape__Area,Shape__Length
109,513,698,799,1029,1351,"Buckingham County, VA HUD Metro FMR Area",METRO16820N51029,1351,2410141115.85938,244522.787001733
110,585,694,847,1099,1344,"Chattanooga, TN-GA MSA",METRO16860M16860,1344,8281380889.03906,538976.490437225
111,642,646,855,1185,1502,"Cheyenne, WY MSA",METRO16940M16940,1502,12346960240.8633,467352.414267424
112,915,1044,1212,1542,1844,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",METRO16980M16980,1844,17546375336.3906,667264.635835143
113,645,733,963,1373,1623,"DeKalb County, IL HUD Metro FMR Area",METRO16980MM2050,1623,2968681825.53516,235199.64926663
114,590,751,919,1164,1285,"Gary, IN HUD Metro FMR Area",METRO16980MM2960,1285,6096479017.91797,466017.068880743
115,843,849,1123,1517,1518,"Grundy County, IL HUD Metro FMR Area",METRO16980MM3170,1518,1976226259.56641,180114.073139296
116,927,934,1235,1786,2158,"Kendall County, IL HUD Metro FMR Area",METRO16980MM3780,2158,1493512907.70703,154428.7693035
117,585,689,911,1194,1372,"Kenosha County, WI HUD Metro FMR Area",METRO16980MM3800,1372,1330861840.67578,174676.369618565
118,628,637,824,1061,1447,"Jasper County, IN HUD Metro FMR Area",METRO16980N18073,1447,2557390582.57813,228819.098766817
119,660,767,911,1317,1600,"College Station-Bryan, TX MSA",METRO17780M17780,1600,7506551291.84375,615648.510105641
120,612,733,953,1247,1657,"El Centro, CA MSA",METRO20940M20940,1657,16560208338.2617,593013.483272094
121,476,557,702,1015,1223,"Meade County, KY HUD Metro FMR Area",METRO21060N21163,1223,1354746890.64063,212368.594146519
122,521,619,811,1016,1143,"Elkhart-Goshen, IN MSA",METRO21140M21140,1143,2168899388.59766,186381.107894762
123,630,663,834,1074,1127,"Elmira, NY MSA",METRO21300M21300,1127,1936317758.74219,197774.055705938
124,630,654,850,1222,1493,"Coeur d'Alene, ID MSA",METRO17660M17660,1493,7510910458.53125,371391.855232936
125,684,833,1064,1538,1869,"Colorado Springs, CO HUD Metro FMR Area",METRO17820M17820,1869,9102515385.23438,401287.861743211
126,686,807,1068,1544,1812,"Teller County, CO HUD Metro FMR Area",METRO17820N08119,1812,2392636117.33594,233283.46775939
127,594,659,803,1090,1410,"Columbia, MO MSA",METRO17860M17860,1410,2966841846.78516,283547.495183902
128,671,838,959,1255,1571,"Columbia, SC HUD Metro FMR Area",METRO17900M17900,1571,11696490071.1563,741113.161399278
129,618,650,744,1048,1307,"Kershaw County, SC HUD Metro FMR Area",METRO17900N45055,1307,2819394376.23047,308196.667861509
130,643,714,862,1175,1514,"Columbus, GA-AL MSA",METRO17980M17980,1514,7147313370.08594,555826.342783596
131,712,717,856,1110,1157,"Columbus, IN MSA",METRO18020M18020,1157,1768718113.72656,177914.130406442
132,643,761,957,1225,1424,"Columbus, OH HUD Metro FMR Area",METRO18140M18140,1424,15812372225.1992,753377.274427387
133,561,637,812,1071,1238,"Burlington, NC MSA",METRO15500M15500,1238,1726023880.08203,180165.8625389
134,862,1044,1341,1744,1823,"Burlington-South Burlington, VT MSA",METRO15540M15540,1823,7717675115.63281,480214.389912517
135,874,1102,1325,1821,2287,"California-Lexington Park, MD MSA",METRO15680M15680,2287,1550577572.39453,658811.09014646
136,506,586,775,989,1048,"Canton-Massillon, OH MSA",METRO15940M15940,1048,4420708836.35938,348029.726577366
137,776,838,1039,1351,1547,"Cape Coral-Fort Myers, FL MSA",METRO15980M15980,1547,2661806113.19336,1587772.44167448
138,563,565,748,1078,1184,"Cape Girardeau, MO-IL MSA",METRO16020M16020,1184,5991033774.26563,550379.732044225
139,595,700,926,1188,1252,"Chambersburg-Waynesboro, PA MSA",METRO16540M16540,1252,3407889060.03906,282084.04038556
140,458,563,713,923,964,"Jackson County, IL HUD Metro FMR Area",METRO16060N17077,964,2501988197.16406,225218.029115611
141,526,529,700,958,1220,"Williamson County, IL HUD Metro FMR Area",METRO16060N17199,1220,1842944961.77344,173126.027577725
142,565,679,862,1246,1514,"Carson City, NV MSA",METRO16180M16180,1514,677946422.148438,146387.513800429
143,592,702,846,1176,1486,"Casper, WY MSA",METRO16220M16220,1486,26011769709.4297,661921.721655449
144,522,614,812,1155,1266,"Cedar Rapids, IA HUD Metro FMR Area",METRO16300M16300,1266,3408564236.71484,234983.456283473
145,522,526,683,871,966,"Benton County, IA HUD Metro FMR Area",METRO16300N19011,966,3380654163.16406,234853.537998583
146,427,503,665,905,1017,"Jones County, IA HUD Metro FMR Area",METRO16300N19105,1017,2718328120.17969,208618.67336963
147,493,549,628,802,1103,"Henry County, AL HUD Metro FMR Area",METRO20020N01067,1103,2031558231.9668,199222.752397989
148,853,875,1034,1485,1790,"Dover, DE MSA",METRO20100M20100,1790,2574579154.03906,249580.17043007
149,509,599,793,1059,1272,"Dubuque, IA MSA",METRO20220M20220,1272,2936008167.93359,244905.352946753
150,626,670,871,1121,1390,"Duluth, MN-WI MSA",METRO20260M20260,1390,50420110197.1484,1551409.57195249
151,834,902,1055,1435,1624,"Durham-Chapel Hill, NC HUD Metro FMR Area",METRO20500M20500,1624,5570448891.22656,423421.115518147
152,457,534,707,943,956,"Person County, NC HUD Metro FMR Area",METRO20500N37145,956,1618355893.57422,161020.34217621
153,737,871,1111,1523,1734,"East Stroudsburg, PA MSA",METRO20700M20700,1734,2813874696.95703,263429.836100818
154,520,612,810,1096,1282,"Eau Claire, WI MSA",METRO20740M20740,1282,8717578391.25391,384431.317166179
155,492,529,700,1012,1230,"Hamilton County, NE HUD Metro FMR Area",METRO24260N31081,1230,2469675790.61719,217202.284946701
156,492,529,700,971,1031,"Howard County, NE HUD Metro FMR Area",METRO24260N31093,1031,2637334879.76953,205247.52549577
157,492,572,700,1012,1023,"Merrick County, NE HUD Metro FMR Area",METRO24260N31121,1023,2272662032.15234,313001.14102409
158,584,637,842,1217,1479,"Grand Junction, CO MSA",METRO24300M24300,1479,14355457608.9492,614358.620782759
159,620,736,903,1241,1418,"Grand Rapids-Wyoming, MI HUD Metro FMR Area",METRO24340M24340,1418,4228490720.21094,265659.586618932
160,744,763,874,1245,1381,"Holland-Grand Haven, MI HUD Metro FMR Area",METRO24340M26100,1381,2790250286.86719,235766.473087193
161,634,696,894,1266,1365,"Barry County, MI HUD Metro FMR Area",METRO24340N26015,1365,2759504349.28906,210240.458376072
162,592,596,758,1013,1230,"Montcalm County, MI HUD Metro FMR Area",METRO24340N26117,1230,3527667035.30859,268247.383057557
163,717,722,955,1381,1677,"Grants Pass, OR MSA",METRO24420M24420,1677,7794386781.60938,447400.564189454
164,584,587,777,1085,1337,"Great Falls, MT MSA",METRO24500M24500,1337,15266561408.2969,743116.940176536
165,658,796,992,1434,1742,"Greeley, CO MSA",METRO24540M24540,1742,18041186306.8672,640864.10253691
166,590,650,860,1215,1231,"Green Bay, WI HUD Metro FMR Area",METRO24580M24580,1231,4480259229.20313,415595.02685997
167,569,572,713,993,1178,"Oconto County, WI HUD Metro FMR Area",METRO24580N55083,1178,5272639658.84766,431931.409279136
168,612,661,769,1028,1201,"Greensboro-High Point, NC HUD Metro FMR Area",METRO24660M24660,1201,5720455566.46094,316292.543257999
169,510,513,679,888,918,"Rockingham County, NC HUD Metro FMR Area",METRO24660N37157,918,2293960593.78516,194687.136199328
170,534,678,831,1189,1416,"El Paso, TX HUD Metro FMR Area",METRO21340M21340,1416,3647110922.30078,292632.606943127
171,551,700,858,1075,1461,"Hudspeth County, TX HUD Metro FMR Area",METRO21340N48229,1461,16321882348.5703,605279.920196229
172,493,581,768,1083,1217,"Enid, OK MSA",METRO21420M21420,1217,4244069349.89063,261876.968043838
173,608,631,812,1027,1098,"Erie, PA MSA",METRO21500M21500,1098,3772197238.23047,363356.051205818
174,678,780,1032,1492,1752,"Eugene-Springfield, OR MSA",METRO21660M21660,1752,23070576792.9531,884796.466309335
175,565,612,788,1017,1065,"Evansville, IN-KY MSA",METRO21780M21780,1065,6315946378.36719,532841.576704781
176,871,1025,1356,1961,2382,"Fairbanks, AK MSA",METRO21820M21820,2382,106048370468.766,1824539.6442183
177,561,691,859,1242,1509,"Fargo, ND-MN MSA",METRO22020M22020,1509,15650881334.1367,565368.922237785
178,568,571,682,986,1198,"Hocking County, OH HUD Metro FMR Area",METRO18140N39073,1198,1845014542.97266,215270.783660741
179,481,542,717,949,1086,"Perry County, OH HUD Metro FMR Area",METRO18140N39127,1086,1808840883.78906,205024.788187924
180,624,703,930,1223,1261,"Union County, OH HUD Metro FMR Area",METRO18140N39159,1261,1947406328.19531,197554.380522597
181,826,876,1110,1484,1725,"Corpus Christi, TX HUD Metro FMR Area",METRO18580M18580,1725,5149599634.47266,1259561.88310281
182,693,816,934,1350,1418,"Aransas County, TX HUD Metro FMR Area",METRO18580N48007,1418,881448856.210938,1064455.78727881
183,767,886,1066,1541,1872,"Corvallis, OR MSA",METRO18700M18700,1872,3454505744.95313,328495.326376602
184,847,852,995,1397,1748,"Crestview-Fort Walton Beach-Destin, FL HUD Metro FMR Area",METRO18880M18880,1748,3297738407.8125,485963.570537376
185,700,718,822,1189,1444,"Walton County, FL HUD Metro FMR Area",METRO18880N12131,1444,3754939404.93555,470652.535130566
186,513,593,700,948,1180,"Cumberland, MD-WV MSA",METRO19060M19060,1180,3309584525.73047,372136.476460886
187,556,635,730,1007,1091,"Dalton, GA HUD Metro FMR Area",METRO19140M19140,1091,1120623575.21484,218246.754417038
188,529,532,690,913,1010,"Murray County, GA HUD Metro FMR Area",METRO19140N13213,1010,1334511005.33594,232479.9348378
189,468,561,728,921,984,"Danville, IL MSA",METRO19180M19180,984,4003902757.50391,277417.082446062
190,756,773,888,1252,1501,"Daphne-Fairhope-Foley, AL MSA",METRO19300M19300,1501,5769905066.19531,780968.887226703
191,556,648,830,1087,1225,"Davenport-Moline-Rock Island, IA-IL MSA",METRO19340M19340,1225,10658910457.8984,546174.039020227
192,448,528,681,879,935,"Decatur, AL MSA",METRO19460M19460,935,5030354089.53516,356347.615904439
193,475,571,739,1013,1052,"Decatur, IL MSA",METRO19500M19500,1052,2578431981.91016,220311.645365621
194,700,868,1083,1458,1672,"Deltona-Daytona Beach-Ormond Beach, FL HUD Metro FMR Area",METRO19660M19660,1672,4151508496.69531,1289631.52616841
195,836,989,1201,1600,2080,"Dallas, TX HUD Metro FMR Area",METRO19100M19100,2080,20391664569.5977,714834.831700067
196,754,853,1068,1460,1851,"Fort Worth-Arlington, TX HUD Metro FMR Area",METRO19100MM2800,1851,9333358370.60938,446827.265825785
197,688,814,983,1326,1651,"Hood County, TX HUD Metro FMR Area",METRO19100N48221,1651,1592647638.29688,166528.53440827
198,571,668,815,1141,1407,"Somervell County, TX HUD Metro FMR Area",METRO19100N48425,1407,696650905.117188,108658.944543577
199,714,857,1020,1278,1438,"Wise County, TX HUD Metro FMR Area",METRO19100N48497,1438,3423096638.02344,234357.764981354
200,524,599,788,1053,1189,"Dayton, OH MSA",METRO19380M19380,1189,5673489452.07031,365818.879793036
201,929,935,1123,1507,1688,"Palm Coast, FL HUD Metro FMR Area",METRO19660M37380,1688,1731755761.66797,354788.654393945
202,1029,1204,1508,2119,2461,"Denver-Aurora-Lakewood, CO MSA",METRO19740M19740,2461,36532096740.8672,1128052.50035084
203,614,736,910,1226,1357,"Des Moines-West Des Moines, IA MSA",METRO19780M19780,1357,13475858918.7109,524693.641528188
204,621,753,967,1261,1371,"Detroit-Warren-Livonia, MI HUD Metro FMR Area",METRO19820M19820,1371,16317355627.1328,1242175.30746394
205,647,762,980,1359,1685,"Livingston County, MI HUD Metro FMR Area",METRO19820MM0440,1685,2799996420.51563,212158.228683033
206,515,519,682,906,1047,"Dothan, AL HUD Metro FMR Area",METRO20020M20020,1047,4114562357.87305,355047.971776276
207,497,500,662,836,969,"Gadsden, AL MSA",METRO23460M23460,969,2074814361.18359,251742.098535328
208,707,779,892,1191,1272,"Gainesville, GA MSA",METRO23580M23580,1272,1634038636.45313,207465.708530234
209,660,771,970,1266,1536,"Gettysburg, PA MSA",METRO23900M23900,1536,2296887311.85156,196573.270379173
210,661,761,959,1231,1368,"Glens Falls, NY MSA",METRO24020M24020,1368,8736689123.23828,541631.802956713
211,565,569,753,964,1257,"Goldsboro, NC MSA",METRO24140M24140,1257,2173398595.1875,215743.202086427
212,558,671,870,1245,1517,"Grand Forks, ND-MN MSA",METRO24220M24220,1517,19745308051.7148,838821.68349932
213,522,577,760,1041,1102,"Hall County, NE HUD Metro FMR Area",METRO24260N31079,1102,2503722467.90625,200218.14201601
214,778,811,987,1427,1559,"Hanford-Corcoran, CA MSA",METRO25260M25260,1559,5528545107.12891,354359.544047969
215,650,813,1012,1296,1368,"Harrisburg-Carlisle, PA MSA",METRO25420M25420,1368,7423723943.54688,469732.390922344
216,674,678,881,1181,1547,"Harrisonburg, VA MSA",METRO25500M25500,1547,3689316935.28906,289074.543358745
217,768,960,1194,1496,1674,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",METRO25540M25540,1674,6715776312.39063,507763.868680226
218,917,1079,1427,2063,2506,"Southern Middlesex County, CT HUD Metro FMR Area",METRO25540MM5480,2506,497534081.171875,187693.546524576
219,515,625,768,993,1101,"Hattiesburg, MS MSA",METRO25620M25620,1101,5754110012.51953,328859.890967042
220,546,549,679,873,992,"Hickory-Lenoir-Morganton, NC MSA",METRO25860M25860,992,6577134765.12891,429371.690972601
221,886,998,1142,1505,2006,"Beaufort County, SC HUD Metro FMR Area",METRO25940N45013,2006,2261692970.92969,1418592.85613673
222,712,801,917,1149,1265,"Jasper County, SC HUD Metro FMR Area",METRO25940N45053,1265,2438472921.50195,377308.931793234
223,689,775,887,1254,1558,"Hinesville, GA HUD Metro FMR Area",METRO25980M25980,1558,1929921953.61133,357503.629832976
224,537,600,687,993,1057,"Long County, GA HUD Metro FMR Area",METRO25980N13183,1057,1450868955.1875,215918.114368824
225,620,640,846,1191,1486,"Homosassa Springs, FL MSA",METRO26140M26140,1486,2139901271.5918,1104180.26363008
226,551,587,776,972,1154,"Hot Springs, AR MSA",METRO26300M26300,1154,2813333452.38281,242040.013038681
227,665,669,848,1190,1423,"Houma-Thibodaux, LA MSA",METRO26380M26380,1423,9064450548.58594,3513243.04856595
228,812,907,1104,1509,1897,"Houston-The Woodlands-Sugar Land, TX HUD Metro FMR Area",METRO26420M26420,1897,22407712156.0273,1672933.29911441
229,738,935,1083,1445,1902,"Brazoria County, TX HUD Metro FMR Area",METRO26420MM1145,1902,4915457936.92969,540890.709686928
230,741,792,1009,1264,1772,"Austin County, TX HUD Metro FMR Area",METRO26420N48015,1772,2269249773.45313,296522.548318309
231,509,609,734,989,1178,"Huntington-Ashland, WV-KY-OH HUD Metro FMR Area",METRO26580M26580,1178,7493628970.42969,618742.56271577
232,453,513,643,901,1015,"Lincoln County, WV HUD Metro FMR Area",METRO26580M54043,1015,1841014654.70703,296991.420675304
233,600,644,852,1104,1263,"Putnam County, WV HUD Metro FMR Area",METRO26580M54079,1263,1484356385.16406,182465.594429032
234,586,685,809,1084,1421,"Huntsville, AL MSA",METRO26620M26620,1421,5464754559.03906,383189.617185558
235,587,661,827,1059,1209,"Lake Charles, LA MSA",METRO29340M29340,1209,9482810009.08594,589478.755444848
236,556,615,776,1119,1218,"Lake Havasu City-Kingman, AZ MSA",METRO29420M29420,1218,52998202438.4023,1332524.29523798
237,607,611,774,1097,1281,"Greenville, NC MSA",METRO24780M24780,1281,2570481531.76172,274927.124835162
238,567,614,765,1019,1210,"Anderson, SC HUD Metro FMR Area",METRO24860M11340,1210,2896807833.94531,264769.020368212
239,631,755,865,1160,1386,"Greenville-Mauldin-Easley, SC HUD Metro FMR Area",METRO24860M24860,1386,5042695892.36719,472790.109502734
240,541,559,740,935,1000,"Laurens County, SC HUD Metro FMR Area",METRO24860N45059,1000,2766045086.92578,274269.99815751
241,360,369,423,570,572,"Guayama, PR MSA",METRO25020M25020,572,367492381.635742,148752.280698094
242,650,681,785,1073,1284,"Gulfport-Biloxi, MS HUD Metro FMR Area",METRO25060M25060,1284,3749374142.79883,499784.167174254
243,612,655,755,1092,1326,"Pascagoula, MS HUD Metro FMR Area",METRO25060M37700,1326,2610376627.76953,427706.3840092
244,706,834,1014,1407,1781,"Martinsburg, WV HUD Metro FMR Area",METRO25180MM0877,1781,1399113456.64844,201289.258202512
245,621,742,967,1342,1698,"Hagerstown, MD HUD Metro FMR Area",METRO25180MM3180,1698,2041465520.53516,375648.765193795
246,641,645,842,1055,1138,"Hammond, LA MSA",METRO25220M25220,1138,2962014157.82422,299460.815099904
247,614,730,842,1105,1253,"Lafayette, LA HUD Metro FMR Area",METRO29180M29180,1253,3773345308.18945,490149.753775619
248,463,485,641,877,1014,"Acadia Parish, LA HUD Metro FMR Area",METRO29180N22001,1014,2291321068.74609,282429.770502109
249,591,594,773,968,1083,"Iberia Parish, LA HUD Metro FMR Area",METRO29180N22045,1083,2167006578,483677.432292287
250,515,582,668,940,943,"Vermilion Parish, LA HUD Metro FMR Area",METRO29180N22113,943,4495226663.39063,429212.371115893
251,667,674,784,1021,1061,"Farmington, NM MSA",METRO22140M22140,1061,22248406655.8242,641750.036120397
252,745,749,893,1246,1529,"Fayetteville, NC HUD Metro FMR Area",METRO22180M22180,1529,2549974214.15625,262185.157670798
253,624,628,742,1073,1303,"Hoke County, NC HUD Metro FMR Area",METRO22180N37093,1303,1518428835.33984,192604.497688795
254,898,1007,1237,1611,1948,"Flagstaff, AZ MSA",METRO22380M22380,1948,73715561044.5547,1561544.4776347
255,484,570,753,993,1028,"Flint, MI MSA",METRO22420M22420,1028,3149486658.65625,238302.943686122
256,601,605,779,986,1117,"Florence, SC HUD Metro FMR Area",METRO22500M22500,1117,3038034816.63672,321415.128516588
257,491,586,688,898,952,"Darlington County, SC HUD Metro FMR Area",METRO22500N45031,952,2158170581.375,275945.985162176
258,892,1025,1253,1812,2201,"Fort Collins, CO MSA",METRO22660M22660,2201,11869223143.3125,482100.417376232
259,495,529,700,957,1144,"Fort Smith, AR-OK HUD Metro FMR Area",METRO22900M22900,1144,7291284499.84375,576300.338037988
260,547,586,758,1081,1331,"Fayetteville-Springdale-Rogers, AR HUD Metro FMR Area",METRO22220M22220,1331,10630401424.5703,485365.322847074
261,469,550,646,840,875,"McDonald County, MO HUD Metro FMR Area",METRO22220N29119,875,2174561391.08203,193360.240173901
262,531,534,675,888,1130,"Florence-Muscle Shoals, AL MSA",METRO22520M22520,1130,5172281980.38672,360037.740073623
263,561,605,771,1020,1132,"Fond du Lac, WI MSA",METRO22540M22540,1132,3802934309.39844,282976.565619061
264,549,552,700,917,1001,"Le Flore County, OK HUD Metro FMR Area",METRO22900N40079,1001,6208305558.51563,389646.622847765
265,518,615,778,1002,1098,"Fort Wayne, IN MSA",METRO23060M23060,1098,6228243670.59375,437074.592049486
266,668,769,956,1364,1584,"Fresno, CA MSA",METRO23420M23420,1584,24302839165.8672,1102893.9252464
267,694,773,948,1238,1377,"Gainesville, FL MSA",METRO23540M23540,1377,4559520099.41797,417479.282754093
268,415,468,619,809,1052,"Campbell County, TN HUD Metro FMR Area",METRO28940N47013,1052,1995700095.03906,252451.196248541
269,449,507,670,891,1166,"Morgan County, TN HUD Metro FMR Area",METRO28940N47129,1166,2078989944.42578,234418.742386446
270,515,581,769,963,1181,"Roane County, TN HUD Metro FMR Area",METRO28940N47145,1181,1560272293.5,233532.997193692
271,543,556,716,998,1071,"Kokomo, IN MSA",METRO29020M29020,1071,1317317218.98828,168953.421608467
